inline_count,external_count,onclick_count,onload_count,onchange_count,avg_inline_script_block,avg_external_script_block,avg_onclick_count,avg_onload_count,avg_onchange_count,avg_cyc_complexity,library_code_count,type
17,8,1,1,2,0,1284.8,16830,2,5,1,5,alexa
2,5,2,0,1,0,70.5,912,1,4,0,0,phish
19,17,2,35,2,1,221,7445,5,12,0.5,6,alexa
7,40.33333333,3,0,0,0,740.2380952,49290,19,21,0.761904762,16,alexa
2,1,2,0,0,0,49,214,0,1,0,0,phish
27,39,2,0,0,0,454.6428571,17673,25,14,0.714285714,10,alexa
5,16,2,0,0,0,122.9166667,6713,4,12,0.583333333,7,alexa
12,7,2,0,0,0,232,2436,3,4,0.5,2,alexa
0,0,1,0,0,0,0,0,0,0,0,0,alexa
1,2,1,0,0,0,521,1782,1,1,1,1,phish
4,5,2,0,0,0,1170.5,14309,1,4,0.75,3,alexa
4,9,1,0,0,0,68.4,2112,4,5,0.4,2,alexa
8,6,2,0,0,0,1056.5,9989,1,4,1,4,alexa
25,14,2,1,0,0,267,3178,8,5,0.6,3,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
5,16,1,0,1,0,234.9,6460,5,10,0.7,7,alexa
16,16,2,1,0,0,728.6666667,10047,9,6,0.666666667,4,alexa
3,10.5,2,0,0,0,680.3333333,11786,5,6,0.833333333,5,alexa
0,3,1,0,0,0,22,88,2,1,1,1,phish
1,0,2,0,0,0,0,0,0,0,0,0,phish
10.5,16.5,2,0,0,0,847.75,33992,4,12,0.833333333,10,alexa
5,3,1,0,0,0,2544,15952,0,3,0,0,phish
1,4,1,0,0,0,60,206,3,1,1,1,phish
2,7,1,2,0,0,874,13590,2,4,0.75,3,phish
1,0,1,0,0,0,0,0,0,0,0,0,phish
10,2.5,2,1,2,0,882.5,7356,1,2,1,2,alexa
3,11,1,0,0,0,116.375,3375,2,8,0.375,3,alexa
97,30.33333333,3,152,6,0,739.3636364,47522,3,22,0.772727273,17,alexa
2,7,2,0,0,0,203.6,6582,2,5,1,5,alexa
15,16.5,2,4,0,0,243.1,15718,7,10,0.5,5,alexa
1,0,2,0,0,0,0,0,0,0,0,0,phish
10,11.5,2,0,1,0,348.8888889,8371,3,9,0.888888889,8,alexa
6,0,2,2,0,0,0,0,0,0,0,0,phish
19,42.5,2,0,0,0,632.8518519,56487,16,27,0.666666667,18,alexa
6,4,1,12,0,0,1022.333333,10227,1,3,1,3,alexa
3,15,1,17,0,0,81.55555556,2300,6,9,0.333333333,3,alexa
4,5,1,0,0,0,0,0,0,0,0,0,phish
0,0,2,0,0,0,0,0,0,0,0,0,phish
10,14,1,4,1,0,740.4,22495,4,10,0.8,8,alexa
0,5,1,0,0,0,195.25,2313,1,4,0.75,3,phish
9,30.5,2,15,1,0,62.22222222,3055,13,18,0.388888889,7,alexa
4,8,2,0,1,0,364.1666667,5568,2,6,1,6,alexa
20,8,2,0,0,0,749.8,22088,3,5,1,5,alexa
9,15,2,0,3,0,272.5555556,6332,3,9,0.777777778,7,alexa
1,1,1,0,0,0,0,0,1,0,0,0,phish
3,13,2,8,0,0,108.8888889,4338,4,9,0.555555556,5,alexa
4,10,2,1,0,0,188.5,5080,1,8,0.75,6,alexa
1,1,1,0,0,0,204,368,0,1,1,1,phish
0,0,1,1,0,0,0,0,0,0,0,0,phish
1,2,1,0,0,0,521,1782,1,1,1,1,alexa
2,1,1,0,0,0,49,214,0,1,0,0,phish
1,1,1,0,0,0,0,0,1,0,0,0,phish
3,3,1,0,0,2,117,641,1,2,0,0,alexa
5,16,1,0,0,0,604.875,8063,8,8,0.75,6,alexa
1,4,1,0,0,0,60,206,3,1,1,1,phish
3,11,1,0,0,0,161.375,4079,3,8,0.875,7,alexa
4,0,1,0,0,0,0,0,0,0,0,0,alexa
1,7.5,2,0,0,0,56.9,1893,5,10,0.3,3,phish
5,9,2,0,0,0,148.6666667,3194,3,6,0.5,3,alexa
6,18,2,0,0,0,258.2857143,7814,11,7,0.428571429,3,alexa
3,6,1,0,0,0,0,0,3,0,0,0,phish
6,4,2,2.5,0,0,265.3333333,4021,1,3,1,3,alexa
15,5,1,1,2,0,493.75,8923,1,4,0.75,3,phish
6,10,1,0,0,0,183.3333333,6146,1,9,1,9,alexa
10,9,2,3,0,1,570,14954,0,8,0.75,6,alexa
24,45,2,3,16,0,415.1538462,42722,3,26,0.884615385,23,alexa
9,13,2,3,0,1,158.4285714,8715,6,7,0.142857143,1,alexa
3,5,1,0,0,0,942.5,15048,1,4,1,4,alexa
15,22,1,0,0,0,85,6499,5,17,0.176470588,3,alexa
36,3,1,0,0,0,0,0,3,0,0,0,phish
1,2,1,0,0,0,4,30,0,2,0,0,phish
7,10,2,3,0,0,665.5,20332,0,10,0.7,7,alexa
7,18,1,71,0,0,299.5,15669,4,12,0.5,6,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
7,21,1,0,3,0,140.4444444,7229,1,18,0.444444444,8,alexa
1,4,1,0,0,0,60,206,3,1,1,1,phish
5,12,2,1,0,0,328,9348,5,7,0.857142857,6,alexa
25,22,1,9,0,0,441.5625,18873,5,16,0.875,14,alexa
35,29,2,81,1,0,724.1764706,38027,8,17,0.705882353,12,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
5,1,1,0,0,0,0,0,0,0,0,0,phish
14,17,2,0,0,0,151.6,3776,7,10,0.8,8,alexa
11,16,1,0,0,0,445.0714286,21315,2,14,0.928571429,13,alexa
0,0,1,0,0,0,0,0,0,0,0,0,alexa
3,10,1,0,0,0,109.25,2565,2,8,0.625,5,alexa
4,6,1,0,0,0,1281.5,14147,2,4,0.75,3,alexa
2,6,1,0,0,0,307.6666667,5067,0,6,0.666666667,4,alexa
5,8,1,0,0,0,222.2,3763,3,5,0.8,4,alexa
17,37,1,0,0,0,230.1290323,23157,2,31,0.935483871,29,alexa
1,6,1,0,0,0,5112,104222,1,5,0.8,4,alexa
1,4,1,0,0,0,60,206,3,1,1,1,phish
1,2,1,0,0,0,29,100,1,1,0,0,alexa
2,5,1,0,0,0,15,89,4,1,0,0,alexa
5,4,1,1,0,0,248.5,1724,2,2,1,2,phish
6,4,1,0,0,0,355.6666667,3069,1,3,0.333333333,1,phish
4,2,1,0,0,0,0,0,2,0,0,0,phish
1,0,1,6,0,0,0,0,0,0,0,0,phish
58,24,1,3,1,0,394.9333333,24599,8,15,0.866666667,13,alexa
7,20.5,2,1,0,0,423.2,28892,6,15,0.466666667,7,alexa
1,11,1,10,0,0,101.3333333,3042,5,6,0.5,3,alexa
21,17,2,0,0,0,1290.818182,46813,6,11,1,11,alexa
0,0,1,0,0,0,0,0,0,0,0,0,alexa
49,40.5,2,3,1.5,0,219.4137931,19356,11,29,0.689655172,20,alexa
2,0,1,0,0,0,0,0,0,0,0,0,phish
42,35,1,0,3,0,142.8571429,10159,11,21,0.333333333,7,alexa
17,25,2,0,8,0,491,18255,4,13,0.769230769,10,alexa
0,1,1,0,0,0,0,0,0,0,0,0,phish
1,3,2,0,0,0,52,156,1,1,0,0,phish
1,1,1,0,0,0,0,0,1,0,0,0,phish
7,11,2,0,3,0,419.2,5501,1,5,0.8,4,alexa
7,15,2,1,1,0,175.7777778,5238,6,9,1,9,alexa
0,2,2,1,1,0,0,0,0,0,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
0,3,2,0,0,0,207,387,2,1,1,1,phish
19,10.5,2,0,2,0,675.5,17309,1,10,0.8,8,alexa
19,41,1,0,0,0,947.0333333,152123,8,30,0.7,21,alexa
17,34,2,0,13,0,345.8529412,31738,7,34,0.911764706,31,alexa
5,26,1,0,0,0,436.7647059,22627,3,17,0.529411765,9,alexa
53,65,3,0,1,0,241,40464,32,36,0.5,18,alexa
8,6.5,2,0,0,0,669.5,8265,3,4,1,4,alexa
7.333333333,12.66666667,3,0,0,0,286.4615385,10600,8,13,0.846153846,11,phish
1,1,1,50,0,0,0,0,1,0,0,0,alexa
2,8,1,1,0,0,0,5,0,5,1,5,alexa
5,12,1,0,0,0,732.125,18464,4,8,0.75,6,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
0,2,1,1,1,0,0,0,0,0,0,0,phish
2,0,1,0,0,0,0,0,0,0,0,0,phish
32,23,3,0,1,0,614.1428571,35129,5,21,0.80952381,17,alexa
3,8,1,12,2,9,1709.8,25264,1,5,1,5,alexa
35,18,1,1,1,0,129,3956,9,9,0.777777778,7,alexa
7,7.75,4,0,0,0,343.1666667,6917,5,6,1,6,alexa
7,11,2,4,0,0,96.83333333,4806,5,6,0.166666667,1,alexa
8,24,1,6,2,0,514.5294118,37761,6,17,0.529411765,9,alexa
1,1,1,1,0,0,181,426,0,1,1,1,phish
3,16,2,0,0,0,128.4,2504,11,5,0.2,1,alexa
5,6,2,0,3,0,486.25,5103,0,4,1,4,alexa
8,22,2,0,0,0,301.8823529,11680,4,17,0.647058824,11,alexa
8,16,2,0,0,1,186,3560,9,6,1,6,alexa
7,16.5,2,0,0,0,349.1818182,21853,5,11,0.636363636,7,alexa
2,6,1,0,0,0,1328.5,16137,2,4,0.75,3,alexa
33,22,1,7,0,0,415.5,26587,6,20,0.55,11,alexa
17,31.5,2,6,3,0,184,5723,3,11,0.545454545,6,alexa
8,8,1,41,0,0,265,2632,3,4,0.75,3,alexa
34,61.33333333,3,0,4,0,254.1428571,25811,22,35,0.6,21,alexa
49,24,1,21,0,0,422.2941176,21095,3,17,0.882352941,15,alexa
21,31,2,0,2,0,366.2105263,18270,11,19,0.789473684,15,alexa
15,12.66666667,3,0,0,0,3286.5,8417,3,2,1,2,phish
14,22,2,0,0,0,77,3938,6,15,0.733333333,11,alexa
9,28,1,3,0,0,450,9987,16,11,0.636363636,7,alexa
10,13,2,0,0,0,236.75,5946,5,8,0.875,7,alexa
5,17,2,0,0,0,370.6153846,25628,3,13,0.692307692,9,alexa
3,5,1,1,0,0,44.6,802,0,5,0.4,2,alexa
9,31.5,4,0,0,0,941.08,97796,8,25,0.72,18,alexa
1,7.5,2,0,0,0,56.9,1893,5,10,0.3,3,phish
0,4,1,2,0,0,61,805,1,3,0.666666667,2,phish
19,21,1,0,3,0,1189.2,36910,3,10,1,10,alexa
18,23,1,1,0,0,509.1052632,40245,1,19,0.684210526,13,alexa
1,7.5,2,0,0,0,56.9,1893,5,10,0.3,3,phish
3,6,2,0,0,0,1318,4875,3,2,0.5,1,phish
1,6,1,0,0,0,173.6666667,2926,0,6,0.333333333,2,alexa
1,1.5,2,0,0,0,1432.5,11206,0,2,1,2,alexa
15,32,2,0,1,0,389.2173913,27943,8,23,0.652173913,15,alexa
4,5,1,1,0,0,12.5,342,1,4,0,0,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
14,22,2,0,2,0,133.3529412,6343,4,17,0.411764706,7,alexa
7,23.5,2,1,0,0,356.6315789,23141,7,19,0.894736842,17,alexa
1,7.5,2,0,0,0,56.9,1893,5,10,0.3,3,phish
27.5,21.5,2,0,0,0,868,38061,8,14,1,14,alexa
0,3,1,0,0,0,8,17,1,1,0,0,phish
0,2,1,0,0,0,14,18,1,1,1,1,phish
2,7,1,0,0,0,62,924,1,6,0.666666667,4,phish
8,8,2,4,0,2,282.6,5045,3,5,0,0,phish
1,6,1,0,0,0,293.6666667,2410,3,3,1,3,alexa
1,6,2,2,0,0,28.4,3085,1,5,0.4,2,alexa
65,38,2,1,4,0,579.3571429,40024,8,28,0.821428571,23,alexa
1,4,2,0,0,0,60,206,3,1,1,1,phish
5,11,1,0,2,0,866.125,19611,2,8,0.875,7,alexa
0,3,1,0,0,0,2,9,2,1,0,0,alexa
19,33.5,2,1,0,0,129.2173913,7921,10,23,0.695652174,16,alexa
2,5,1,121,0,0,293.6666667,3210,2,3,0.666666667,2,alexa
2,0,1,1,0,0,0,0,0,0,0,0,phish
7,15,1,0,0,0,279.875,5305,6,8,1,8,alexa
4,6,1,0,0,0,172,1456,4,2,0,0,phish
11.5,12.5,2,0,0,0,679.4166667,25373,5,12,0.833333333,10,alexa
5,9,2,0,0,0,251.3333333,4478,3,6,0.666666667,4,alexa
5,28,1,16,0,0,81.47058824,4716,11,17,0.352941176,6,alexa
4,11,1,0,0,0,785.4285714,19572,3,7,0.714285714,5,alexa
22,48,2,0,0,0,348.4285714,30793,9,28,0.642857143,18,alexa
6,8,2,0,3,0,465,5940,3,5,0.8,4,alexa
6,0,1,1,0,0,0,0,0,0,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,alexa
7,13,2,9,1,0,620.2727273,20094,1,11,0.818181818,9,alexa
6,13,1,2,0,0,2572.666667,77183,4,9,0.777777778,7,alexa
1,5,1,0,0,0,219,2788,2,3,0.666666667,2,alexa
9,22,1,8,0,0,492.2,22478,3,15,1,15,phish
3,10,1,0,0,0,488,1724,9,1,1,1,phish
2,12,2,0,0,0,376.5,4522,7,4,1,4,phish
2,1,1,0,0,0,0,0,1,0,0,0,alexa
4,2,2,0,3,0,33,68,1,1,0,0,alexa
1,0,1,1,0,0,0,0,0,0,0,0,phish
1,0,1,0,0,0,0,0,0,0,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
3,6,1,0,2,0,385.5,3588,1,4,0.75,3,alexa
25.5,22.5,2,0,0,0,173.9333333,8721,8,15,0.933333333,14,alexa
8,20,8,0.875,0,0,319.4615385,12722,7,13,0.769230769,10,alexa
8,20,2,0,0,0,116.3846154,4616,6,13,0.923076923,12,alexa
6,2,2,3,0,0,0,0,2,0,0,0,phish
2,7,1,0,0,0,796.1666667,16784,1,6,0.666666667,4,phish
3,15,1,10,0,0,219.375,5229,7,8,0.375,3,alexa
0,0,1,0,0,0,0,0,0,0,0,0,alexa
16,69,1,0,35,0,402.7666667,32484,39,30,0.866666667,26,alexa
13,21,1,1,5,0,1204.5,35032,6,10,1,10,alexa
1,1,1,0,0,0,181,426,0,1,1,1,phish
6,28,2,1,0,0,211.2857143,12637,7,21,0.428571429,9,alexa
4,9,2,0,0,0,301,2368,5,3,0.333333333,1,alexa
28,34,3,61.33333333,0,0.666666667,206.0416667,20354,16,24,0.666666667,16,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
12,2,1,2,0,0,896,2329,1,1,1,1,alexa
35,26,2,1,0,0,567.5625,26412,10,16,1,16,alexa
3,2,1,1,0,0,19.5,187,0,2,0.5,1,alexa
0,3,1,0,0,0,71.66666667,587,0,3,1,3,phish
27,17.5,2,2,1,0,298.1666667,11242,4,12,0.75,9,alexa
18,15.5,2,0,0,0,347.8181818,11506,5,11,0.636363636,7,alexa
22,23.5,2,0,0,0,528.1363636,35156,5,22,0.727272727,16,alexa
1,7.5,2,0,0,0,56.9,1893,5,10,0.3,3,phish
3,4,2,0,0,0,334,2634,1,3,1,3,alexa
14,7,2,0,0,0,304,2743,4,2,1,2,phish
7,12,1,2,0,0,694,22584,2,10,0.7,7,alexa
7,18,2,0,0,0,133.9,4240,8,10,0.6,6,alexa
1,1,1,0,0,0,181,426,0,1,1,1,phish
6,11,1,0,0,1,296.5,2720,6,4,0.75,3,alexa
1,3,1,0,0,0,207,387,2,1,1,1,phish
13,22.5,2,0,0,0,209.625,10528,8,16,0.6875,11,alexa
11,11,2,0,0,0,926.125,17644,3,8,0.875,7,alexa
10,10,1,0,0,0,76.83333333,1619,4,6,0.5,3,alexa
0,0,1,0,1,0,0,0,0,0,0,0,phish
25,19,2,0,0,0,376.9090909,11625,3,11,0.909090909,10,alexa
0,2,1,1,1,0,0,0,0,0,0,0,phish
1,7,1,0,0,0,1251.8,21233,2,5,1,5,alexa
5,3,1,0,0,0,20,76,0,2,1,2,phish
14,5,1,0,0,0,66,1263,2,2,1,2,alexa
7,13,1,0,0,0,579.2,15064,3,10,1,10,alexa
2,1,1,0,0,0,181,426,0,1,1,1,phish
7,18,1,0,0,0,226.4444444,5295,9,9,0.333333333,3,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
55,46,1,0,0,0,9,25067,0,45,0.977777778,44,alexa
12,20,1,0,2,0,369.9166667,12859,5,12,0.916666667,11,alexa
9,22,2,0,0,0,717.8461538,29715,4,13,0.692307692,9,alexa
4,3,2,16,0,0,227,2838,0,3,0.333333333,1,alexa
5,6,1,0,0,0,55.33333333,791,2,3,0,0,alexa
10,17,2,0,3,0,622.4,13821,6,10,0.8,8,alexa
16,12,1,0,0,0,127.25,2983,4,8,0.75,6,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
5.5,14.5,2,0,0,0,368.2727273,10787,4,11,0.909090909,10,alexa
6,15,1,3,0,0,566.9090909,3844,4,11,1,11,alexa
3,12,2,0,0,0,161.7142857,2896,4,7,0.571428571,4,alexa
1,6,1,0,0,0,262.5,1797,2,2,0.5,1,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
11,44.5,2,0,0,0,230.952381,25763,24,21,0.714285714,15,phish
4,18,2,1,2,0,411.1333333,18346,2,15,0.533333333,8,alexa
10,22,1,0,0,0,551.9375,28219,5,16,0.75,12,alexa
7,8,1,3,0,0,1142,20284,1,6,1,6,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
1,0,1,0,0,0,0,0,0,0,0,0,phish
3,12,1,5,0,0,71.875,2550,1,8,0.125,1,phish
2,4,2,0,0,0,0,0,4,0,0,0,alexa
8,6,2,0,0,0,932.8,13418,1,5,0.6,3,phish
20.5,8,2,2,0,0,340.3333333,7049,0,9,0.888888889,8,alexa
1,19,1,0,0,0,77.69230769,15364,4,13,0.076923077,1,phish
5,30.5,2,0,0,0,836.952381,59955,8,21,0.523809524,11,alexa
14,23,1,0,11,0,316.8333333,11112,5,12,0.833333333,10,alexa
2,7,1,0,0,0,63.5,532,3,4,0.75,3,alexa
14,7,1,0,1,0,312,3359,4,3,1,3,alexa
3,8,1,19,0,0,43.66666667,699,5,3,0,0,alexa
4,2,1,0,0,0,0,0,2,0,0,0,alexa
15,11,2,1,1,0,535.375,10810,3,8,0.75,6,alexa
2,6,1,0,0,0,20.66666667,214,3,3,0.666666667,2,alexa
1,1,1,0,0,0,181,426,0,1,1,1,phish
28,13,1,0,3,0,697.625,14082,4,8,1,8,alexa
2,0,1,0,1,0,0,0,0,0,0,0,phish
0,2,1,0,0,0,14,18,1,1,1,1,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
10,18,2,0,0,0,79.75,3521,6,12,0.5,6,alexa
3,9,2,0,0,0,69.75,746,4,4,0.75,3,alexa
7,18,2,0,1,0,448.5384615,24178,5,13,0.769230769,10,alexa
6,4,1,3,0,0,290,2487,2,2,0.5,1,alexa
27,43,1,0,0,0,144.4516129,17524,11,31,0.774193548,24,alexa
16,19,1,2,0,0,533.7333333,27048,3,15,0.266666667,4,phish
1,4,2,0,0,0,60,206,3,1,1,1,phish
44,50,1,0,0,0,154.3043478,8131,26,23,0.608695652,14,alexa
5,25.66666667,3,0,0,1,83.11111111,3916,9,18,0.888888889,16,alexa
1,8,1,0,0,0,49.8,1083,3,5,0.6,3,alexa
5,37,1,0,0,0,0,0,36,0,0,0,phish
3,1,1,1,0,0,558,1325,0,1,1,1,phish
2,1,1,0,0,0,0,0,1,0,0,0,phish
11,32,2,1,0,0,698.3703704,54267,7,27,0.814814815,22,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
4,5,1,0,0,0,0,0,0,0,0,0,phish
2,8,2,0,0,0,516,21422,2,7,0.857142857,6,alexa
15,13,1,0,0,0,1008.727273,31420,1,11,0.909090909,10,alexa
3,2,1,0,0,0,114,1456,0,2,0.5,1,alexa
1,3,1,0,0,0,0,0,3,0,0,0,phish
0,1,1,0,0,0,28,103,0,1,1,1,alexa
12,31.5,2,0,0,0,114.4117647,8986,14,17,0.647058824,11,alexa
2,0,1,1,0,0,0,0,0,0,0,0,phish
7,13,1,0,3,0,828.125,19540,3,8,0.875,7,alexa
4,11,1,0,0,0,294,6095,3,8,0.75,6,alexa
6,15,1,0,0,0,39.83333333,755,4,6,0.5,3,alexa
1,1,1,0,0,0,0,0,1,0,0,0,phish
1,2,1,0,0,0,4,30,0,2,0,0,phish
80,13,2,1,0,0,146.6666667,3128,6,6,0.5,3,alexa
11,8,2,1,0,0,1325.333333,7006,4,3,1,3,alexa
32,46,2,0,0,1,159.4,12067,15,30,0.966666667,29,alexa
25,27.33333333,3,38,0,7,115.2380952,10306,5,21,0.761904762,16,alexa
1,0,2,0,0,0,0,0,0,0,0,0,alexa
3,5,1,0,0,0,79.2,1316,0,5,0.6,3,alexa
6,10,2,0,1,0,256.4,3956,5,5,1,5,alexa
8,18.5,2,0,0,0,163.4545455,5248,8,11,0.727272727,8,alexa
24,24,2,3,1,0,267.5625,10168,7,16,0.4375,7,alexa
6,14.5,2,0,0,0,172.6666667,6858,5,9,0.444444444,4,alexa
22,7,2,7,0,0,874,5520,3,2,1,2,phish
0,0,1,0,0,0,0,0,0,0,0,0,alexa
10,13,1,4,0,0,817.125,16682,5,8,0.875,7,alexa
17,24,1,0,0,0,529.875,31256,8,16,1,16,alexa
2,11,1,0,2,0,504.6,8305,6,5,0.4,2,alexa
1,1,1,0,0,0,181,426,0,1,1,1,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
3,3.5,2,0,0,0,953,5213,1,2,1,2,alexa
0,0,1,0,0,0,0,0,0,0,0,0,alexa
4,4.5,2,0,0,0,0,0,0,0,0,0,phish
8,1,1,10,0,0,5159,19281,0,1,1,1,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
1,0,1,0,0,0,0,0,0,0,0,0,phish
6,33.5,2,0,0,0,189.6470588,13818,18,17,0.588235294,10,alexa
4,6,2,4,0,0,165.25,2220,2,4,1,4,alexa
0,3,1,0,0,0,2.5,36,0,2,0,0,alexa
12,20,1,0,0,0,497.4666667,31720,4,15,0.4,6,alexa
20,46.5,2,0,0,0,188.6818182,11314,25,22,0.590909091,13,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
19,20,2,0,0,0,434.4666667,18469,8,15,0.8,12,alexa
13,13,2,7,1,0,827.5555556,21543,3,9,1,9,alexa
25,15.5,2,0,0,0,461.2222222,13821,3,9,1,9,alexa
9,28,1,0,1,0,117.45,6300,8,20,1,20,alexa
7.5,27.5,2,0,0,0,309,17305,11,21,0.476190476,10,alexa
2,2,1,0,0,0,521,1782,1,1,1,1,alexa
4,14,3,0,8.333333333,0,318.4,3666,3,5,1,5,alexa
3,6,2,0,0,0,401.75,3912,2,4,1,4,alexa
4,5,1,22,0,0,115,944,2,2,0.5,1,alexa
5,6.5,2,0,0,0,1791.285714,54120,1,7,1,7,alexa
14,17,1,0,0,0,312.5,8279,5,10,0.6,6,alexa
2,3,1,0,0,0,566.5,2628,1,2,1,2,alexa
2,7,1,2,2,0,26.66666667,232,3,3,0.666666667,2,alexa
3,5,1,0,0,0,920.75,10625,1,4,0.75,3,phish
2,1,1,0,0,0,49,214,0,1,0,0,phish
3,0,1,0,0,0,0,0,0,0,0,0,alexa
3,4,1,0,0,0,0,8,0,4,1,4,phish
15,7.5,2,14,0,0,504.1666667,11453,2,6,0.833333333,5,alexa
2,0,1,0,0,0,0,0,0,0,0,0,phish
6,22,3,0,0,0,866.1818182,30760,10,11,0.545454545,6,alexa
7,12,2,0,0,0,303.8,3696,7,5,0.8,4,alexa
0,5,1,0,0,0,195.25,2313,1,4,0.75,3,phish
0,3,2,0,0,0,207,387,2,1,1,1,phish
0,1,2,0.5,0.5,0,0,0,0,0,0,0,phish
7,13.5,2,1,0,0,114.8,2164,4,10,0.7,7,phish
2,4,1,0,0,0,281,1854,2,2,1,2,alexa
2.333333333,11,3,0.666666667,1.666666667,0,1752.75,46411,5,8,0.875,7,alexa
10,17,1,0,0,0,355.1818182,15976,6,11,0.636363636,7,alexa
5,6.5,2,2,0,0,167.8,2792,2,5,0.4,2,alexa
10,18.5,2,0,0,0,623.1818182,19145,8,11,0.818181818,9,alexa
1.5,0,2,0,0,0,0,0,0,0,0,0,phish
10,17,1,0,1,0,535.2307692,27295,3,13,0.615384615,8,alexa
1,1,1,0,0,0,181,426,0,1,1,1,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
41.75,10.5,4,0,2,0,656,12875,4,7,0.714285714,5,alexa
4,15,3,0,0,0,1007.25,26419,7,8,0.5,4,alexa
5,9.5,2,0,0,0,417.4,6711,5,5,0.6,3,alexa
8,8,1,0,2,0,481,10904,2,6,1,6,alexa
0,5,1,0,0,0,195.25,2313,1,4,0.75,3,phish
11,18,1,0,0,0,191.7142857,9360,4,14,1,14,alexa
2,2,1,0,0,0,1140.5,6441,0,2,1,2,alexa
2,3,1,0,0,0,26.5,202,1,2,1,2,phish
3,7,1,4,0,0,142.8,2525,2,5,1,5,alexa
1,2,1,0,0,0,141,525,0,2,0.5,1,phish
11,6,1,0,0,0,185.2,2753,1,5,0.6,3,alexa
12,22,2,0,0,0,58.33333333,5399,3,24,1,24,alexa
13,20,2,0,2,0,245.0909091,6946,8,11,0.818181818,9,alexa
0,1,1,0,0,0,7,29,0,1,1,1,alexa
14,19.33333333,3,0,2,0,623.4666667,27861,5,15,1,15,alexa
27,52,3,3,0,0,154.75,17380,14,32,0.53125,17,alexa
3,20,2,0,0,0,76.75,1544,13,8,0.5,4,alexa
19,20,2,0,0,0,536.2142857,25558,4,14,1,14,alexa
15,5,1,48,0,0,64.25,1985,1,4,0.75,3,alexa
13,182,1,21,0,0,27.29885057,17308,8,174,0.057471264,10,alexa
3,18,1,0,0,0,1114.583333,51413,4,12,0.916666667,11,phish
42,32.5,2,1,0,0,557.7727273,36126,11,22,0.681818182,15,alexa
3,6,1,7,0,0,264.6,3458,1,5,0.2,1,alexa
0,2,1,0,0,0,10,54,1,1,0,0,phish
0,1,1,0,0,0,208,388,0,1,1,1,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
4,5,1,0,0,0,0,0,0,0,0,0,phish
7,4,1,7,0,0,61.66666667,815,1,3,0.666666667,2,phish
23,36,1,0,0,0,151.2068966,17004,7,29,0.965517241,28,alexa
1,5,1,0,0,0,264,1801,3,2,0.5,1,alexa
7,0,1,0,0,0,0,0,0,0,0,0,phish
7,30.33333333,3,0,3,0,395.2941176,32820,12,17,0.882352941,15,alexa
13,17,2,0,0,0,106.1,3418,7,10,1,10,alexa
0,1,1,0,0,0,0,0,1,0,0,0,alexa
33,58,1,0,0,0,1203.064516,118864,22,31,0.741935484,23,alexa
3,7,1,2,0,0,476.8,10047,2,5,0.6,3,phish
14,13,1,0,3,0,814.25,20296,3,8,1,8,alexa
14,36,2,22,0,0,120.5,6487,17,20,0.65,13,alexa
5,10,2,0,0,0,668,15271,3,7,1,7,alexa
3,37,1,0,0,0,1280,6625,0,2,1,2,alexa
5,12,2,0,0,0,68.55555556,1133,3,9,0.444444444,4,alexa
16,40,1,4,0,0,112.8076923,7888,14,26,0.576923077,15,alexa
6,17,1,0,1,0,670.6666667,17348,8,9,0.777777778,7,alexa
9,17.5,2,0,0,0,159.3571429,5656,4,14,0.285714286,4,alexa
17,51,2,0,0,0,595,48720,30,21,0.428571429,9,alexa
2,5,1,0,0,0,171.75,1321,1,4,1,4,alexa
2,1,1,0,0,0,181,426,0,1,1,1,phish
1,2,1,0,0,0,141,525,0,2,0.5,1,phish
5,37,1,0,0,0,0,0,36,0,0,0,phish
10.5,16.5,2,0,0,0,197.0714286,7021,7,14,0.714285714,10,alexa
1,1,2,0,0,0,4,13,0,1,0,0,alexa
107,27.5,2,0,0,0,191,13254,7,20,0.4,8,alexa
5,8,1,0,3,0,474.6666667,3321,2,3,1,3,alexa
4,0,1,0,0,0,0,0,0,0,0,0,phish
1,1,1,1,0,0,181,426,0,1,1,1,phish
36,46,1,3,2,0,291.3636364,27775,7,33,0.575757576,19,alexa
